"Name","Review","Label"
"Ratna Anshela Dewi","Sudah booking hotel. Sudah bayar. Tapi di aplikasi tulisannya terjadi kesalahan sistem. Dan ga bisa dibuka bukti pemesanannya. Kecewa","NEGATIF"
"Aniatun Rokhimah","Aplikasinya mudah dan murah tapi saat klaim masih bertele2 dan berulang kali harus bertanya karena tidak sesuai dengan petunjuk","POSITIF"
"Samuel Rapali","Apa apaan pesen tiket kaya gini,alasan perbaikan lah tiba tiba tiket habis","NEGATIF"
"Adilla Afifah","Kak mau tanya, kok ada tulisan ""terjadi kesalahan sistem"" ya, dan penerbangannya beda dengan kalo saya pakai hp yang lain, ini aplikasinya memang lagi error atau bagaumana ya?","NEGATIF"
"irawati advokat","Sy ksh bintang 2 dlu krn sy baru akan mulai mencoba ,,,","NEGATIF"
"Rizky Syarifah","selama saya pake pegi2 si alhamdulillah ga ada masalah dari pesen kereta atw pun hotel..karna saya selalu cek email walaupun misal ada keterangan gagal atw apapun di aplikasi kalo dh nerima email resmi alhamdulillah ga ada masalah..pertahankan aja si..cm sistemnya agak lemot..","POSITIF"
"Oktavia Rita","Masa tiket keretanya cuma bandung doang? Jatim g ada kah??","NEGATIF"
"Gutakfi takfi","seharusnya no.ktp pemesan ke record..jadi setiap pemesanan tiket data sudah ada tdk lagi input no.ktp","NEGATIF"
"Didik cah ae","Pulang kampung pesan tiket kereta mudah.....mantappo","POSITIF"
"d' edh","Pegawainya ga professional dalam menyelesaikan masalah, lapor cs live chat slow respon, via wa tidak ditanggapi, melalui via telp hanya di jawab akan di tangani pihak terkait","NEGATIF"
"okstiana khomariyatun","Saya berangkat dari jogjakarta kenapa bisa pindah ke semarang? Ini aplikasi gimana sih.? Maskapainya juga seenaknya aja ganti* bisa dipercaya gak sih sebenarnya.?????","NEGATIF"
"Syaiful Said","Bisa begitu bagus bro bisa pergi ke Bali Bro sini","POSITIF"
"Chichi Habibie","Koq pesen kereta api lebaran ga bisa2 ya knp,, padahal jaringannya udah bagus","NEGATIF"
"Vegya Jafirenita","Kenapa ini aplikasi pegi2 dr desember 2019 sampe sekarang.. kata nya terjadi kesalahan sistem. Padahal gua selalu upgrade aplikasi nya. Kenapa ini ?","NEGATIF"
"Setyashop Kemasan","Alhamdulillah ada pegi pegi. Sangat membantu ketika harus berobat k Jakarta. Hotel jauh sangat murah dr pada check in on the spot. Aplikasi jg lancar","POSITIF"
"Aisyah Aqilah","Kok waktu proses pembayaran loading terus kenapa ya","NEGATIF"
"Muthma Innah","4 dl ya...baru coba pertama...ntar bs kurang bs tambah","POSITIF"
"Ronaldy Chang","Lebih murah sedikit tiket pesawat daripada yang lain.","POSITIF"
"Muhammad Ardiyanto","Sudah berkali kali pake ni Apps buat booking hotel","POSITIF"
"Naurah Susanto","Semoga pegi pegi bisa amanah dan terpercaya.","POSITIF"
"Husnaidy Kasmadi","Pelayanannya luar biasa parah. Transaksi gagal tp proses refund dananya susah. Dijanjikan akan dihubungi kembali, tp tdk pernah dihubungi. Harap berhati-hati transaksi disini.","NEGATIF"
"Sunaenah Ena","Jelek lah Update yang baru ini kurang bagus..soalnya tidak bisa melihat kursi masih banyak apa tidaknya buat tanggal berapa2nya tuh...mlEhoy lah updatannya","NEGATIF"
"Bayou langlangbuana #penjelajah malam#","Ngga nyesel aq pake aplikasi ini.... Semua jdi mudah... Trima kasih pegipegi... Kembangkan terus aplikasimu","NEGATIF"
"Yudi Iswantara","JARINGAN BERMASALAH MOHON PERIKSA KEMBALI KONEKSI INTERNET ANDA. PADAHAL LANCAR BUAT STREAMING YUTUB DLL.. ANEHH COOK","NEGATIF"
"farid Islahul","Setelah lama gk pakai, cb sy install lg barangkali ada perbaikan. Terrnyata tetep aja error terus. Tiap kali search, hasil pencarian tiba2 gk bisa discroll dan kembali ke halaman awal. Selalu begitu.","NEGATIF"
"Abd. Rahim Dalle","Murah, dan mudah penggunaannya, promonya jg banyak","POSITIF"
"Muhamad Ferdi","Beli tiket bus online terutama yg di jkt, sangat tidak di hargain, saya coba beli online tetapi stelah mau masuk bus saya di suru duduk blakangan, alias kursi sisa.","NEGATIF"
"agung lina","Pasti cuma bisa di bilang ""mohon maaf atas ketidak nyamanan nya"" mantap pegi2 LANJUTKAN!","NEGATIF"
"Oasis_ 91_","Udah pesen hotel dari 3hari yang lalu, udah di bayar,pas buka aplikasi keterangannya offline mulu, kesalahan sistem,,","NEGATIF"
"adang rinaldi","Pegi pegi gimana si. Kenapa terus muncul terjadi kesalahan sistem. Jadi gk bisa liat status pemesanan. Padahal udah berhasil bayar.","NEGATIF"
"dyan prasul","Mantaaab lah pokoknya.. sangat membantu sekali...","POSITIF"
"Azizah Rahman","Mengapa selalu tertulis kesalahan sistem dan pesanan tidak ter-save, sehingga harus buka email. Sampai saya uninstal dan instal lalu login kembali tetapi tetap sama.","NEGATIF"
"sri waty","Saya sangat kecewa dengan aplikasi ini ..pesan hotel tidak sesuai dengan titik dan hotel nya di telp tidak ada..minta balik uang tidak bisa","NEGATIF"
"Wildan Firdaus","kecewa saya dapat kupon diskon tapi tak bisa di gunakan dasar penipuan!!!!","NEGATIF"
"Septia Rina","Rekomendasi hotelnya bagus , hrg jg lebih murah perbanyak diskon nya... Is the beast pegipegi","POSITIF"
"Christian anggoro Hadi","Mantab.. mudah, cepat, praktis, g ribet. Discont lumayan..","POSITIF"
"Dimas Aji","Apk apaan ni saya cari stasiun ko gak ada gimana sh? Stasiun sudimara gak ada stasiun rawa buntu gak ada!! Nyesel saya instal apk ini, percuma buang* waktu, orang lagi buru* malah apknya gak guna!!!!","NEGATIF"
"Citra Sitaresmi","Suka banget, banyak discound dan cepat banget prosesnya.. Terimakasi pegipegi.. Pemesanan ticket pesawat jd lebih mudah dan aman..","POSITIF"
"anton surawi","Selalu update dan besar diskonya, tidak ribet, masukan saja nih, untuk metode pembayaran tambahin lagi dong, metode transfer bank kalau bisa 24 jam","POSITIF"
"Rumah 3dukasi","Respon aplikasi sih oke, lancar dan cepat hanya batas bayar kenapa sebentar ya hehehe.. baru mau coba pake booking nih semoga tidak mengecewakan","POSITIF"
"Ojan Mas","Kode promo tahun ini sangat mengecewakan tidak sama kayak tahun Kemarin sangat memuaskan. Jadi sekarang jarang pakai aplikasi pergi pergi .","NEGATIF"
"Infinitum NET","Ga ada opsi milih seat, ga ada opsi masukin freq flyer, ga ada opsi merubah metode pembayaran.. semoga bs jadi masukan. Krn preference ku next time maunya jd booking di apps kompetitor kamu loh","NEGATIF"
"David Bengurion Tarihoran","Tiket lebih murah dari yg lain. Tapi kalau boleh dengan maskapainya juga lah dimurahin, jngan cuman 1 maskapai doang","NEGATIF"
"Ghostly Riders","Alhamdulillah beberapa kali pakai belum ada komplein terkait jasa. Tapi soal promonya mbok ya kl sdh langganan dikasih lbh banyakan lagi hehe","POSITIF"
"Rachma Chalimatur","Kenapa tiba-tiba ada tulisan merah ""Terjadi kesalahan sistem"" diaplikasi pegipegi saya ya?","NEGATIF"
"Dodik Afiyanto","Bagus pelayanan dan cepat ... Saya suka","POSITIF"
"Tommy Agutiand","Sangat membantu untuk semuanya.. mantap","POSITIF"
"Novi Oktarina","Sayangny stelah di perbaharui jumlah sisa kursi tiket kereta gak muncul lagi","NEGATIF"
"Abdul Ghofur","Bagus sekali , lebih murah dari yg lain","POSITIF"
"ajalah ya","Aplikasi ini sangat mudah digunakan, Harga yg ditampilkan juga sudah bersih dengan pajaknya, jadi gak ribet lagi ngitung pajaknya. Tapi, untuk harga kadang masih ada yg lebih murah","POSITIF"
"MHD DIMASSS","Top. Tingkatkan pelayanan terbaik dan promo menarik lainnya","POSITIF"
"Nofri adi","aplikasi sangat membantu, semoga banyak promonya","POSITIF"
"Veronica Law","Aplikasinya mudah digunakan, gak ribet. Wajib di download bagi yg belum punya aplikasi pegi-2. Harga promonya bukan kaleng-kaleng, bisa dibandingkan dengan aplikasi lainnya.","POSITIF"
"Moe Raisha","Saya pesan hotel,,uang sudah di tranfer tetapi pas mau check in malah kamar nya full. Sangat kecewa sekali dengan aplikasi ini","NEGATIF"
"andreas nov","Harga baik bersaing punya promo lebih. Banyakin promo. Aplikasi sering error. Refund susah dan ribet.","POSITIF"
"Annisa Malawat","Aplikasi mantap. Kadang lebih murah dibanding beberapa aplikasi pemesanan tiket pesawat lainnya. Mudah membayar via bank btpn atau jenius juga","POSITIF"
"Fendy Hong","Mantul..harga tiket lebih bersahabat dr tetangga","POSITIF"
"tary diary's","Harganya lebih murah dr yg lain.. super pokoknya.. diakonannya pun lbh tinggi. Skrg alhamdulillah lbh enak dlm pembayarannya sudah byk bank gak cm bca lg..","POSITIF"
"catur arief wijaksono","Yippi, mudah banget untuk beli tiket perjalanan , apalagi orang yg gak mau ribet, cocok banget","POSITIF"
"Denny Ilvrim","Selalu baguss, service memuaskan, tetap pertahankan, dan mohon promonya di banyakin terutama untuk ke arah indonesia timur","POSITIF"
"Aliong koko","Jelek, jgn download,apk ga jelas, tiket soldout tapi Masi ada di iklan.","NEGATIF"
"Nabela Fitria putri","Mantap pelayanan nya sayah pesen tiket baru di pegi pegi sayah gak tau kode boking nya pas udah di bayar ke alfa sayah tanya sama mba kasir alfa nya mba kode nya di mana ya mba alfa nya juga bingung ada orang bilangin suruh hubungi castamer servis pegi pegi langsung sayah tanya ke pegi pegi pak saya...Ulasan LengkapMantap pelayanan nya sayah pesen tiket baru di pegi pegi sayah gak tau kode boking nya pas udah di bayar ke alfa sayah tanya sama mba kasir alfa nya mba kode nya di mana ya mba alfa nya juga bingung ada orang bilangin suruh hubungi castamer servis pegi pegi langsung sayah tanya ke pegi pegi pak sayah gak tau kode boking nya mana kan udah sayah bayar di bilang sama pegi pegi nya sudah di kirim lewat email bu aduh email sayah gak ada bisa kirim lewat wa ga pak langsung monta no wAehhLangusngDikirm","POSITIF"
"Nurita Kusuma","Sangat mengecewakan memakai pegi"" setiap log in selalu eror jangan download aplikasi busuk kaya gini deh","NEGATIF"
"Tan Yu Mei","Harga nya kalo dibandingkan dengan aplikasi lain lebih murah. Mantap.","POSITIF"
"Sigit Ari","Harga yg bisa sangat bersaing..dan salut skrng harganya sdh termasuk pajak, jd tdk lg kecele pas mau bayar","POSITIF"
"andico andico","Bagus harga bersaing dengan aplikasi lain","POSITIF"
"Addie Pratama","Makin kesini makin gaje nih app, koneksi lancar malah eror, niat kagak sih ini develop ny, maintenance terus bener kagak.. saya harap cukup pegipegi aja yg kek gini, yg laen tetep lancar","NEGATIF"
"neil kristianto","Pertama kali gunakan aplikasi pegi pegi sangat memuas kan.terimakasih pegi pegi semoga ke depan nya tambah berkembang dan memuas kan pelanggan..","POSITIF"
"Akhwani Akhwani66","Pemesanan tiket kereta menjadi lebih mudah","POSITIF"
"Angger Mixicamada","Alhamdulillah banyak penawaran murah barokah","POSITIF"
"Anton Sutrisno","Memberikan banyak kemudahan.. thanks","POSITIF"
"Ketut Mege","Mudah untuk di pakai aplikasi.. harga lebih murah..dan berharap lebih banyak promo lgi...","POSITIF"
"vika pika","Lancar jaya pakai app ini, lebih murah juga harga hotelnya drpd app sebelah","POSITIF"
"Andra Santario","Sampai sejauh ini baik, tapi poin saya ketika mesan pesawat dan sudah selesai tidak ada, ada apa ya ?","POSITIF"
"Riel Pro","Aplikasi PENIPU YA? KOK DI MAPS PAS DICARI GK ADA ? TRUS PAS DI TLP CS NYA DENGAN SANTAY NYA BILANG GK ADA REFUN DARI KEBIJAKAN HOTEL JELAS2 HOTEL NYA GK ADA BALIKIN ATAU SAYA BAWA KE JALUR HUKUM Oh ya satu lg bisa lebih bijaksana ga untuk pelayanan nya","NEGATIF"
"nursaadah alfurqan","2 dulu ya bintang nya karena aku belum coba nge boking hotel dari pegi2. Aku mo boking tapi lihat dari penilaian org2 aku sedikit agak ragu..","NEGATIF"
"manda manda","Menurut saya pegi2 adalah aplikasi yg jual tiket pesawat paling murah, suka sekali dengan aplikasi ini","POSITIF"
"Yunan Helmi","hati-hati membeli tiket di aplikasi pegipegi karena harga yang dipublikasikan ada yang berbeda dengan harga tiket dari maskapai sehingga selisihnya tidak bisa diklaim untuk pertanggungjawaban di kantor update terbaru hati-hati membeli tiket citilink melalui aplikasi-aplikasi online karena harga di t...Ulasan Lengkaphati-hati membeli tiket di aplikasi pegipegi karena harga yang dipublikasikan ada yang berbeda dengan harga tiket dari maskapai sehingga selisihnya tidak bisa diklaim untuk pertanggungjawaban di kantor update terbaru hati-hati membeli tiket citilink melalui aplikasi-aplikasi online karena harga di tiket dari website citilink tidak tertera sehingga tidak bisa digunakan untuk pertanggungjawaban di kantor","NEGATIF"
"Arul 90","Untuk sementara ini memuaskan. Namun voucher dan promonya dong permudah","POSITIF"
"Desy Meong","Waduh pgen pesan tiket pesawat tp liat ulasan pd ngsih bintang 1 kok aku jd ragu ya pdhl dlu pegi.pegi gak gini ..aku pesen hotel ma tiket lancar jaya tp knpa skrg bnyk yg komplen ..","NEGATIF"
"Deny Wahyudi","Sangat membantu Dlm merencanakan penerbangan","POSITIF"
"Herry Susanto","Semoga promo tiket pesawat dengan maksimal pembelian 400 rbu dong... Biar tambah semangat beli tiket nya... ","POSITIF"
"Mardola Perpisa","Harga lebih murah dibanding aplikasi lain. Terus pertahankan dan kalau bisa lebih sering lagi tiket promonya.","POSITIF"
"Riska sidiq","Udah transfer tpi knpa kesalahn sistem terus muncul nya,, gimana mau lihat kode nya ,, ?!!!","NEGATIF"
"Heru Tri Wahyono","Tiket selalu tersedia saat seller lain habis","POSITIF"
"sabiq rizki","APLIKASI SUDAH LAMA PAKAI TAPI TIDAK BERKEMBANG TIDAK MEMILIKI KEMUDAHAN PEMBAYARAN DENGAN PAY LATER PRIBADI DARI CORPORATE SENDIRI","NEGATIF"
"Linda Veronica","Harga jelas tanpa harus menghitung sendiri biaya layanan,dll. Kode promo benar² bisa digunakan.","POSITIF"
"Riyanti Chanel","Setelah booking selesai kenapa ga ada link untuk tulis review ya...","NEGATIF"
"Nelson Dasdo","Terjangkau, tingkatkan terus pegipegi ","POSITIF"
"Abdul Hafis Hafis","100% lebih murah dari aplikasi yg lain","POSITIF"
"Feri Hadi Umam","Maaf kak metode pembayaran loding nya lama kenapa ya","NEGATIF"
"Ricky Chandra","Saya kira ada promo tiket nya... Ternyata permainan marketing dlm beriklan. Kena tipu lagi.","NEGATIF"
"Syifa Fadhila","Mau tanya nih. Saya mau booking tiket pesawat tapi di step bayar, knp loadingnya lama sekali?","NEGATIF"
"Antony B","Asik banget, memudahkan bertransaksi utk hotel, pesawat dll","POSITIF"
"kharisma agustina","Mantuull, harganya bener"" lebih murah dari yg lain","POSITIF"
"febryanti sthevanie","Tiketnya jauh lebih murah dr toko lain2. Easy to use juga app nya. Smg mudah kalau ada pembatalan maupun reschedule","POSITIF"
"Siti Maghfiroh","Sangat terjangkau harganya dan banyak promo atau vocher diskon","POSITIF"
"Ade Nizam","Ga perlu ribet pesan hotel tinggal klik dan harga memuaskan","POSITIF"
"LA Channel","Terima kasih pegi pegi selalu mengerti kebutuhan pelanggan..","POSITIF"
"musex enak","Cari hotel di Johor bahru Malaysia tidak ada.....uninstal....","NEGATIF"
"Nurul Fadhilah","Harga Lebih Murah dibandingkan aplikasi Lainnya, Cepat,","POSITIF"
"tiga menara","Pegi pegi tidak bisa memberikan yang terbaik ceritanya semua percuma","NEGATIF"
"hendro yap","Mantap. harga murah. Sudah termasuk pajak. Dapat discon lagi. Pembayaran mudah. Perfect sekali buat saya yang gak mau ribet cari hotel.","POSITIF"
"eko d. saputro","Sangat mudah dan membantu, harga juga bisa bersaing","POSITIF"
"mariyaldi aldi","Aplikasi bagus, cepat dan harga lebih murah tapi tidak murahan...","POSITIF"
"Phoa Christian Agung Santoso","selalu lebih murah dibanding yg lain.. mantap..5","POSITIF"
"Rizky Ediharto","Nginap dihotel megamatra matraman helm pakai Hilang diparkiran tidak ada penanggung jawaban dari manajemen hotel untuk cctv dan satpam jga tidak tahu barang customer hilang padalan ada palang parkir nyesel saya boking tolong ditegur dan di tingkatkan lagi ke amanan nya masa parkir tidak ada cctv hot...Ulasan LengkapNginap dihotel megamatra matraman helm pakai Hilang diparkiran tidak ada penanggung jawaban dari manajemen hotel untuk cctv dan satpam jga tidak tahu barang customer hilang padalan ada palang parkir nyesel saya boking tolong ditegur dan di tingkatkan lagi ke amanan nya masa parkir tidak ada cctv hotel nya","NEGATIF"
"Dani Predosa","Saya mau tanya nomer pengaduan operator..nya seandainya E Tiket saya ditolak di agen bis di terminal...","NEGATIF"
"Fredy Liu","Ditelpon cs tidak di angkat, da. Bebrapa kali di telpon","NEGATIF"
"Adam achmad","Jelek tidak memberikan solusi jika ada masalah atau trouble sistem sangat buruk","NEGATIF"
"Nona Audra Liebst","Thank you pegi pegi,membantu dalam pembelian tiket","POSITIF"
"Mr javzid","memudahkan mencari penginapan di kota tujuan dengan bajet yg menyesuaikan","POSITIF"
"Lukman Mubarak","Aku suka, aku suka. Mudah dan praktis. Cepat dan terpercaya","POSITIF"
"siti mahmudah","Selalu puas dg pegi pegi.harga sellau lebih murah dari aplikasi lain nya.trimakasih pegi pegi ","POSITIF"
"Josep Tumpal Sianturi","Banyakin promo nya. Jangan mau kalah sama travel app yg lain.","POSITIF"
"Gunawan Sembiring","Sejauh ini puas dan tanpa ribet. Terus tingkatkan","POSITIF"
"andi kurniawan","Sangat membantu dalam pemesanan tiket dan hotel, mantab dan terus lanjutkan","POSITIF"
"Abdul Hafis","100%lebih murah dari aplikasi lain","POSITIF"
"Ahmad Taufiq Ramadlan","Gak bisa simpan kartu kredit jadi tiap pembayaran harus ngetik lagi","NEGATIF"
"Ambar Sari","Sistemnya errorr....mau liat pesanan ngak bisa...gmn yaa...??cuman dpt SMS boking ..","NEGATIF"
"Iqbal Bal","Sangat mudah melakukan Pembayaran dan harga tiket murah, tks pegipegi","POSITIF"
"Cahyo Widodo","Mantap Jiwa.. Sangat menolong, pilihannya konkrit, ","POSITIF"
"Demak Gemcell","mudah,instant&sangat membantu","POSITIF"
"Rizki PWU","Joss cuma sekarang udah jarang promo gila""an kayak pas awal"" aplikasi ini muncul","POSITIF"
"Riski Firmansyah","Aplikasi menyajikan informasi yg sangat berbeda jauh dengan kondisi actual, not recommended","NEGATIF"
"Peber 7442","Menarik dan bermanfaat. Saran buat undian buat pengguna pegi-pegi dapat undian free hotel diakhir tahun gt Overall mantaps","POSITIF"
"tri fania","Pokoknya aplikasi yang pesan apapun gampang dan harga terjangkau","POSITIF"
"randy gunady4","Mantab banyak diskonnya... lanjutkan promo diskonnya ya…","POSITIF"
"Aqila Sajida","Aplikasi yg mudah dan menyenangkan","POSITIF"
"Arya Anta Wisesa","Bagus tempat nya harga terjangkau","POSITIF"
"Budi Arianto","Ko saya ga bs gunakan kupon discount ys","NEGATIF"
"Marina Silitonga94","Suka bgt pke pegi pegi jdi mau kmna mana bisa liat referensi sangat membantu buat travelling..tq pegi pegi","POSITIF"
"rafki agus walindra","Kok nggk bisa milih badara ya di akun saya setiap milih selalu kembali lagi ke home nya","NEGATIF"
"Rita WN","Alkhamdulillah harganya murah dibanding aplikasi lain, jg ramah cs nya, thanks membantu bgt ","POSITIF"
"novi ria","Lancar jaya pake aplikasi ini.. good job pegi pegi","POSITIF"
"Tomi Hidayat Adipalopo","Mudah hanya perlu ditambah kan transfer BCA dan via Alfamart dan Indomaret, pasti tambah juooosh","POSITIF"
"Catrina Ina","Pertama kali beli.. Emg murah d banding yg lain.. Gud luck pegi""","POSITIF"
"Zee Nouris","Pemesanan nya cepet g pake ribet....semoga jadi langganan…","POSITIF"
"Muhammad Aji nursaid","Recomended bnget bagi yang suka keluar kota dan mencari hotel","POSITIF"
"Ferdinan Adi Wicaksono","Mudah, cepat dalam pemesanan semua tiket transportasi","POSITIF"
"PT KHARISMART MAJAPAHIT NUSANTARA","Sangat mengecewakan pelayanannya sy pesan hotel salah tgl katanya nggak bisa dirubah tgl nya setelah sy tlp hotel nya ternyata masih bisa tdk apa2","NEGATIF"
"Teknik Pendingin SMKN 1 Beji","Mantab, hasil pencarian hotelnya banyak pilihan...","POSITIF"
"Choirul Amri","Keren pokoknyalah pegipegi banyak promonya..","POSITIF"
"Erin Susilowati","Tiba2 gak bisa buat pesen .","NEGATIF"
"Eko Fikry Febriandi","Ok mantap bnyk promo, lagi bakar duit","POSITIF"
"Nurham Nure","Harga paling murah di banding aplikasi lain, dijamin ","POSITIF"
"Antonius Mulyono","Aplikasi buat yg suka traveling betul 2 sangat membantu dan menghemat pengeluaran dengan diskon2 nya dan jg promo 2 lainnya","POSITIF"
"Didik Diandes","Baru pertama kali pakai. Semoga aplikasiny mantap.","POSITIF"
"Ano Sugiatno","Alhamdulillah lebih murah dr yg lain bnyk promo nya ..trimaksih pegi2..","POSITIF"
"marble makeupartist","Pelayanan trevelling terbaek sepanjang masa dan tidak pernah mengecewakan","POSITIF"
"ardi ardiansah","Ini hotel di bogor gk ada?","NEGATIF"
"Rany Haerunnysa","Baru coba Tapi kenapa diskonnya dikit sama adminya 5000lah","NEGATIF"
"Edo Bagasunanda","Semakin baik, dan pertahankan ya harganya yg lebih murah dibanding yang lainnya","POSITIF"
"rahman Zhaahir","Mantappu jiwa, keren sih lgsg ada tulisan sekaligus pajak, jd konsumen ga ngira-ngira ga kek apps sebelah","POSITIF"
"Ansuska Suska","Semoga lebih baik lagi, makin banyak promo nya","POSITIF"
"Solihin Albanjari","Top markatop luar biasa cepat akurat terjamin","POSITIF"
"R.D Virgo","Membantu dengan harga yg murah","POSITIF"
"Taufiq Ardianto","Kalau bisa tambah fasilitas online check-in lebih mantap","POSITIF"
"Mac Ryuki","Sangat membantu,, cuman agak d perbanyak untuk promonya aja. Hehehe","POSITIF"
"Audii Gabrillia","App apaan pembatalan udh lbh dr 30 hri tp blm d balikin jg uangnya, beda sm traveloka, cpt responnya, app sampah potongannya jg gede 25% kl traveloka 30k.","NEGATIF"
"Rasmianna Malau","Semakin diperbaharui malah semakin ga bisa dibuka","NEGATIF"
"YUSAK HERMANTO","Harga kompetitif, mudah dan cepat.","POSITIF"
"Adi Negoro","gak ribet, pembayaran banyak bekerja sama dengan merchant.","POSITIF"
"Maha WB","Semoga promo diskon bisa lebih menarik lagi dan yg pasti bisa lebih murah dari app travel lainnya","POSITIF"
"Rachmat","Mantul, jelas, harga Mura. Tingkatkan terus, thanks!!!","POSITIF"
"ully rully","Mau refund aja susahh, padahal jamnya belum jam cek in sesuai aplikasi !! Payahh","NEGATIF"
"bhima tralala","kenapa saya tidak bisa menerima email konfirmasi akun?","NEGATIF"
"Nur Aliefia","Kecewa, proses bayarnya lama bngt .. Di kata2nya mohon tunggu sebentar tapi kenapa lama bngt","NEGATIF"
"Budi Anuqrah","List hotel lengkap, murah","POSITIF"
"Sri Raharjo","Kok dalam perbaikan terus nih kak","NEGATIF"
"Fajri Fajriah","Harga worth it... Lbh murah drpd apl lainnya... Sukses trus dan sering2 adain promo ya.. Khusuny kereta... Heheh","POSITIF"
"sugiono limen","Terimakasih atas informasinya, dan sudah direspon dengan baik.","POSITIF"
"lupa nama","Saya kenapa gak bisa melanjutkan ke pembayaran ya? Lama sekali loadingnya","NEGATIF"
"emrizad julius","Promo kurang, harga nya pas pembayaran bisa berubah sendiri.","NEGATIF"
"cokro hindoyo","Diskon bagus...proses cepat.. tingkatkan lagi utk multi tujuan","POSITIF"
"tionar simarmata","nice...harga lebih murah","POSITIF"
"Agus Kurnaedi","Simpel, gak ribet, CS sangat membantu. Refund juga lancar.","POSITIF"
"Achmad Soleh","Untuk penggunaan pertama sangat berkesan, tingkatkan terus.... Pelayanannya","POSITIF"
"Andriansyah Putra","Harga lebih murah dari yg lain. Banyak kupon diskon.","POSITIF"
"yati no","Kena apa sekarang pesan tiket kereta kok susah sekali cuma loding dipembayaran terus","NEGATIF"
"Nur Aisyah","Sangat membantu perjalananku","POSITIF"
"Eko Sugatot","Kecewa dengan metode pemesanan kursi pada tiket bus.","NEGATIF"
"Toni Fatoni","Ditingkatkan lagi kwalitasnya sm harga","POSITIF"
"Nyoman Wedana","lebih murah, pelayanan cepat pokoke top markotop","POSITIF"
"Jayawijaya Kangmartono","Cepat mudah dan murah.. bener2 membantu kita bisa PegiPegi kemana mana...hohoho","POSITIF"
"Jaka yusuf abadi Abadi","Tq pegipegi,, proses nya cepat bayar via indomart pun jg cepat","POSITIF"
"Rio Herman","Parah sering error aplikasi nya.Terutama sewaktu pembelian tiket kereta","NEGATIF"
"ayok putra","Ok banyak diskon dan mudah digunakan","POSITIF"
"coy broo","Masa ga ada di semua kota propinsi indonesia... coconya apk bintang 1","NEGATIF"
"al iman","Masih lbh milih airy trafeleoka sma redoors. Selama promo dan harga masih gini2 aja bakalan kalah saing","NEGATIF"
"Nina Wisnudartha","Harga recommended sekali & proses sangat cepat","POSITIF"
"Rio Kurniawan","Mudah2an tidak ada kendala","POSITIF"
"Rifnaldo Official","Banyakin lagi promo dan discoun nya,biar mntap","NEGATIF"
"parulian simanjuntak","Dengan apk ini semua lebih mudah. cuman kalau sudah dipesan tiket dari apk ini wa gw kaga dibales lagi seperti biasanya ","POSITIF"
"Michio Kuroshi","Membantu dalam hal mencari hotel maupun transportasi ","POSITIF"
"ABAH TV","Transaksi nya cepat ... Itu yg buat pelanggan lega","POSITIF"
"Umi Mutaharoh","Mantap langganan aplikasi setiap traveling. Pegi pegi yuuuk","POSITIF"
"Evi Noviyanti","Aplikasi yang sangat membantu.lihat bintang ya.","POSITIF"
"freddi saputra","Mantap, mudah digunakan","POSITIF"
"Rinaldi Rizal Putra","Memudahkan untuk traveling","POSITIF"
"syafina dinara","Paling top dah Pegipegi.. Paling murah harga hotel dibanding yg lain","POSITIF"
"Aarondave Simanjuntak","Keren.. d aplikasi yg lain sdh tdk ada kamar hotel dsini selalu ada kamar 🤙","POSITIF"
"Surya Ryd","Paarraaahh..... Pegi ....berantem yook.... Tidak profesional.... Gak lagi deh .....","NEGATIF"
"Muhammad Ali","Kak poinn yg kita kumpuli tu gunanya untuk apa kk .bisa ngga di tuker jdi bayar hotel lwt poin atau ubah kk biar poin yg lita kumpuli tu bisa berguna","NEGATIF"
"Ony Pajero98","Bagus namun maaih kalah cepat respon aplikasinya dgn aplikasi sebelah..sukses.","NEGATIF"
"Citra Artha","Refund dari bulan juni 2019 smp skrg ga kelar2..","NEGATIF"
"zra yan","Terima kasih Semoga semakin lama, semakin baik","POSITIF"
"Yanto Sk","Selalu gagal pas mau pesen tiket,error terus aplikasinya","NEGATIF"
"N1xon KL","Proses pesan tiket dan kamar gampang dan aman.","POSITIF"
"Wong Junior","Thx u pegi2..sering2 promo ya..beda harga sedikit sdh pasti pindah hati..tq","POSITIF"
"lukman hakim","Pemesanan tiket mudah, banyak promo dan diskon","POSITIF"
"Nayla Rintika","Alhamdulillah dapat hotel terbaik dengan harga paling hemat makasih pegi pegi","POSITIF"
"Nu Nung","Ok, proses cepat. Cuma kurang lengkap aja data busnya","POSITIF"
"Putra Panjaitan","Aplikasi yg bagus. Dan harga lebih hemat","POSITIF"
"Nurdiah Husain","Memberi banyak kemudahan","POSITIF"
"maria simorangkir","mantap, respon cepat","POSITIF"
"Muhamad Dhafi","Masa mau bayar suruh nunggu sebentar smpe 30 menit gue antepin tetep begitu... Pindah traveloka aja","NEGATIF"
"Abi Basalamah","Bagus Dan Sangat Membantu dalam pencarian hotel dengan Harga terbaik","POSITIF"
"angga widya","Simple dan banyak promo","POSITIF"
"Fitri Victoria","Mantap nh harga tiket lebih murah dr yg lain.","POSITIF"
"NENDEN CICA","Saya osan hotel bahkan udh bayar ko gak terdaftar gmna ini aturan nya bahkan bkn uang sedikit loh ini","NEGATIF"
"Juragan Mailler","4 dulu. Nanti setelah check In saya update jika oke.","POSITIF"
